bucket,key,source_id,exchange,company_id,company_name,filing_date,filing_type,title
pdfs-128638789653,hkex/00001/2025/04/01/11606640.pdf,11606640,HKEX,00001,CKH HOLDINGS,2025-04-01,Announcements and Notices,AUDIT COMMITTEE - TERMS OF REFERENCE
pdfs-128638789653,hkex/00001/2025/03/31/11596804.pdf,11596804,HKEX,00001,CKH HOLDINGS,2025-03-31,Announcements and Notices,TELECOMMUNICATION ASSETS - INSIDE INFORMATION
pdfs-128638789653,hkex/00001/2025/03/20/11578313.pdf,11578313,HKEX,00001,CKH HOLDINGS,2025-03-20,Announcements and Notices,RETIREMENT OF NON-EXECUTIVE DIRECTOR
pdfs-128638789653,hkex/00001/2025/03/20/11578207.pdf,11578207,HKEX,00001,CKH HOLDINGS,2025-03-20,Announcements and Notices,FINAL DIVIDEND FOR THE YEAR ENDED 31 DECEMBER 2024
pdfs-128638789653,hkex/00001/2025/03/20/11578339.pdf,11578339,HKEX,00001,CKH HOLDINGS,2025-03-20,Announcements and Notices,LIST OF DIRECTORS AND THEIR ROLES AND FUNCTIONS
pdfs-128638789653,hkex/00001/2025/03/20/11578135.pdf,11578135,HKEX,00001,CKH HOLDINGS,2025-03-20,Announcements and Notices,RESULTS FOR THE YEAR ENDED 31 DECEMBER 2024
pdfs-128638789653,hkex/00001/2025/03/06/11560117.pdf,11560117,HKEX,00001,CKH HOLDINGS,2025-03-06,Announcements and Notices,DATE OF BOARD MEETING
pdfs-128638789653,hkex/00001/2025/03/04/11557387.pdf,11557387,HKEX,00001,CKH HOLDINGS,2025-03-04,Announcements and Notices,INSIDE INFORMATION - EXCLUSIVE NEGOTIATIONS RELATING TO TRANSACTION INVOLVING CERTAIN PORTS OWNED AND OPERATED BY HUTCHISON PORTS GROUP
pdfs-128638789653,hkex/00001/2025/03/03/11551902.pdf,11551902,HKEX,00001,CKH HOLDINGS,2025-03-03,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 28 FEBRUARY 2025
pdfs-128638789653,hkex/00001/2025/02/03/11525840.pdf,11525840,HKEX,00001,CKH HOLDINGS,2025-02-03,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 JANUARY 2025
pdfs-128638789653,hkex/00001/2025/01/02/11495495.pdf,11495495,HKEX,00001,CKH HOLDINGS,2025-01-02,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 DECEMBER 2024
pdfs-128638789653,hkex/00001/2024/12/12/11475975.pdf,11475975,HKEX,00001,CKH HOLDINGS,2024-12-12,Announcements and Notices,LIST OF DIRECTORS AND THEIR ROLES AND FUNCTIONS
pdfs-128638789653,hkex/00001/2024/12/12/11475936.pdf,11475936,HKEX,00001,CKH HOLDINGS,2024-12-12,Announcements and Notices,APPOINTMENT OF INDEPENDENT NON-EXECUTIVE DIRECTOR AND AUDIT COMMITTEE MEMBER
pdfs-128638789653,hkex/00001/2024/12/02/11458486.pdf,11458486,HKEX,00001,CKH HOLDINGS,2024-12-02,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 30 NOVEMBER 2024
pdfs-128638789653,hkex/00001/2024/11/14/11440663.pdf,11440663,HKEX,00001,CKH HOLDINGS,2024-11-14,Announcements and Notices,OVERSEAS REGULATORY ANNOUNCEMENT AND INSIDE INFORMATION ANNOUNCEMENT ON THE QUARTERLY TRADING UPDATE FOR CK HUTCHISON GROUP TELECOM HOLDINGS LIMITED
pdfs-128638789653,hkex/00001/2024/11/01/11423648.pdf,11423648,HKEX,00001,CKH HOLDINGS,2024-11-01,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 OCTOBER 2024
pdfs-128638789653,hkex/00001/2024/10/17/11407713.pdf,11407713,HKEX,00001,CKH HOLDINGS,2024-10-17,Announcements and Notices,EXTRAORDINARY GENERAL MEETING HELD ON 17 OCTOBER 2024 - POLL RESULTS
pdfs-128638789653,hkex/00001/2024/10/02/11389876.pdf,11389876,HKEX,00001,CKH HOLDINGS,2024-10-02,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 30 SEPTEMBER 2024
pdfs-128638789653,hkex/00001/2024/09/24/11376741.pdf,11376741,HKEX,00001,CKH HOLDINGS,2024-09-24,Announcements and Notices,NOTICE OF EXTRAORDINARY GENERAL MEETING
pdfs-128638789653,hkex/00001/2024/09/24/11376747.htm,11376747,HKEX,00001,CKH HOLDINGS,2024-09-24,Documents on Display,MAJOR TRANSACTIONS IN RELATION TO ESTABLISHMENT OF A JOINT VENTURE IN MOBILE TELECOMMUNICATIONS OPERATIONS IN THE UK
pdfs-128638789653,hkex/00001/2024/09/24/11376739.pdf,11376739,HKEX,00001,CKH HOLDINGS,2024-09-24,Circulars,(1) MAJOR TRANSACTIONS IN RELATION TO ESTABLISHMENT OF A JOINT VENTURE IN MOBILE TELECOMMUNICATIONS OPERATIONS IN THE UK AND (2) NOTICE OF EXTRAORDINARY GENERAL MEETING
pdfs-128638789653,hkex/00001/2024/09/24/11376745.pdf,11376745,HKEX,00001,CKH HOLDINGS,2024-09-24,Circulars,NOTIFICATION LETTER TO REGISTERED SHAREHOLDERS - EXTRAORDINARY GENERAL MEETING
pdfs-128638789653,hkex/00001/2024/09/24/11376743.pdf,11376743,HKEX,00001,CKH HOLDINGS,2024-09-24,Proxy Forms,PROXY FORM FOR USE AT THE EXTRAORDINARY GENERAL MEETING
pdfs-128638789653,hkex/00001/2024/09/02/11349471.pdf,11349471,HKEX,00001,CKH HOLDINGS,2024-09-02,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 AUGUST 2024
pdfs-128638789653,hkex/00001/2024/08/29/11341371.pdf,11341371,HKEX,00001,CKH HOLDINGS,2024-08-29,Financial Statements&#x2f;ESG Information,2024 INTERIM REPORT
pdfs-128638789653,hkex/00001/2024/08/15/11323493.pdf,11323493,HKEX,00001,CKH HOLDINGS,2024-08-15,Announcements and Notices,UNAUDITED RESULTS FOR THE SIX MONTHS ENDED 30 JUNE 2024
pdfs-128638789653,hkex/00001/2024/08/15/11323659.pdf,11323659,HKEX,00001,CKH HOLDINGS,2024-08-15,Announcements and Notices,INTERIM DIVIDEND FOR THE SIX MONTHS ENDED 30 JUNE 2024
pdfs-128638789653,hkex/00001/2024/08/01/11305686.pdf,11305686,HKEX,00001,CKH HOLDINGS,2024-08-01,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 JULY 2024
pdfs-128638789653,hkex/00001/2024/08/01/11307374.pdf,11307374,HKEX,00001,CKH HOLDINGS,2024-08-01,Announcements and Notices,DATE OF BOARD MEETING
pdfs-128638789653,hkex/00001/2024/07/15/11286067.pdf,11286067,HKEX,00001,CKH HOLDINGS,2024-07-15,Announcements and Notices,FORFEITURE OF UNCLAIMED DIVIDENDS
pdfs-128638789653,hkex/00001/2024/07/02/11269963.pdf,11269963,HKEX,00001,CKH HOLDINGS,2024-07-02,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 30 JUNE 2024
pdfs-128638789653,hkex/00001/2024/06/03/11231567.pdf,11231567,HKEX,00001,CKH HOLDINGS,2024-06-03,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 MAY 2024
pdfs-128638789653,hkex/00001/2024/05/23/11218676.pdf,11218676,HKEX,00001,CKH HOLDINGS,2024-05-23,Announcements and Notices,LIST OF DIRECTORS AND THEIR ROLES AND FUNCTIONS
pdfs-128638789653,hkex/00001/2024/05/23/11218899.pdf,11218899,HKEX,00001,CKH HOLDINGS,2024-05-23,Announcements and Notices,ANNUAL GENERAL MEETING HELD ON 23 MAY 2024 - POLL RESULTS
pdfs-128638789653,hkex/00001/2024/05/09/11205794.pdf,11205794,HKEX,00001,CKH HOLDINGS,2024-05-09,Announcements and Notices,OVERSEAS REGULATORY ANNOUNCEMENT AND INSIDE INFORMATION ANNOUNCEMENT ON THE QUARTERLY TRADING UPDATE FOR CK HUTCHISON GROUP TELECOM HOLDINGS LIMITED
pdfs-128638789653,hkex/00001/2024/05/02/11195663.pdf,11195663,HKEX,00001,CKH HOLDINGS,2024-05-02,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 30 APRIL 2024
pdfs-128638789653,hkex/00001/2024/04/19/11167012.pdf,11167012,HKEX,00001,CKH HOLDINGS,2024-04-19,Announcements and Notices,NOTICE OF ANNUAL GENERAL MEETING
pdfs-128638789653,hkex/00001/2024/04/19/11166956.pdf,11166956,HKEX,00001,CKH HOLDINGS,2024-04-19,Financial Statements&#x2f;ESG Information,2023 ANNUAL REPORT
pdfs-128638789653,hkex/00001/2024/04/19/11166986.pdf,11166986,HKEX,00001,CKH HOLDINGS,2024-04-19,Circulars,NOTICE OF ANNUAL GENERAL MEETING&#x3b; PROPOSALS FOR RE-ELECTION OF DIRECTORS AND GENERAL MANDATES TO ISSUE NEW SHARES AND REPURCHASE SHARES
pdfs-128638789653,hkex/00001/2024/04/19/11167035.pdf,11167035,HKEX,00001,CKH HOLDINGS,2024-04-19,Proxy Forms,PROXY FORM FOR USE AT THE ANNUAL GENERAL MEETING
pdfs-128638789653,hkex/00001/2024/04/19/11167059.pdf,11167059,HKEX,00001,CKH HOLDINGS,2024-04-19,Circulars,NOTIFICATION LETTER TO REGISTERED SHAREHOLDERS - ANNUAL GENERAL MEETING
pdfs-128638789653,hkex/00001/2024/04/19/11167107.pdf,11167107,HKEX,00001,CKH HOLDINGS,2024-04-19,Financial Statements&#x2f;ESG Information,2023 SUSTAINABILITY REPORT
pdfs-128638789653,hkex/00001/2024/04/02/11140842.pdf,11140842,HKEX,00001,CKH HOLDINGS,2024-04-02,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 MARCH 2024
pdfs-128638789653,hkex/00001/2024/03/28/11122049.pdf,11122049,HKEX,00001,CKH HOLDINGS,2024-03-28,Announcements and Notices,LIST OF DIRECTORS AND THEIR ROLES AND FUNCTIONS
pdfs-128638789653,hkex/00001/2024/03/22/11109878.pdf,11109878,HKEX,00001,CKH HOLDINGS,2024-03-22,Circulars,NOTIFICATION LETTER TO REGISTERED SHAREHOLDERS - NEW ARRANGEMENTS ON DISSEMINATION OF CORPORATE COMMUNICATIONS
pdfs-128638789653,hkex/00001/2024/03/22/11109892.pdf,11109892,HKEX,00001,CKH HOLDINGS,2024-03-22,Circulars,REPLY FORM FOR REGISTERED SHAREHOLDERS
pdfs-128638789653,hkex/00001/2024/03/22/11109903.pdf,11109903,HKEX,00001,CKH HOLDINGS,2024-03-22,Circulars,NOTIFICATION LETTER TO NON-REGISTERED SHAREHOLDERS - NEW ARRANGEMENTS ON DISSEMINATION OF CORPORATE COMMUNICATIONS
pdfs-128638789653,hkex/00001/2024/03/22/11109915.pdf,11109915,HKEX,00001,CKH HOLDINGS,2024-03-22,Circulars,REPLY FORM FOR NON-REGISTERED SHAREHOLDERS
pdfs-128638789653,hkex/00001/2024/03/22/11111117.pdf,11111117,HKEX,00001,CKH HOLDINGS,2024-03-22,Announcements and Notices,"CHANGES IN POSITIONS OF EXECUTIVE DIRECTORS, APPOINTMENT OF EXECUTIVE DIRECTOR, RETIREMENT OF INDEPENDENT NON-EXECUTIVE DIRECTOR AND CHANGES IN COMPOSITION OF BOARD COMMITTEES"
pdfs-128638789653,hkex/00001/2024/03/21/11108133.pdf,11108133,HKEX,00001,CKH HOLDINGS,2024-03-21,Announcements and Notices,FINAL DIVIDEND FOR THE YEAR ENDED 31 DECEMBER 2023
pdfs-128638789653,hkex/00001/2024/03/21/11108107.pdf,11108107,HKEX,00001,CKH HOLDINGS,2024-03-21,Announcements and Notices,RESULTS FOR THE YEAR ENDED 31 DECEMBER 2023
pdfs-128638789653,hkex/00001/2024/03/07/11091330.pdf,11091330,HKEX,00001,CKH HOLDINGS,2024-03-07,Announcements and Notices,DATE OF BOARD MEETING
pdfs-128638789653,hkex/00001/2024/03/01/11081365.pdf,11081365,HKEX,00001,CKH HOLDINGS,2024-03-01,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 29 FEBRUARY 2024
pdfs-128638789653,hkex/00001/2024/02/20/11071867.pdf,11071867,HKEX,00001,CKH HOLDINGS,2024-02-20,Announcements and Notices,AUDIT COMMITTEE - TERMS OF REFERENCE
pdfs-128638789653,hkex/00001/2024/02/20/11071887.pdf,11071887,HKEX,00001,CKH HOLDINGS,2024-02-20,Announcements and Notices,NOMINATION COMMITTEE - TERMS OF REFERENCE
pdfs-128638789653,hkex/00001/2024/02/20/11071904.pdf,11071904,HKEX,00001,CKH HOLDINGS,2024-02-20,Announcements and Notices,REMUNERATION COMMITTEE - TERMS OF REFERENCE
pdfs-128638789653,hkex/00001/2024/02/13/11068577.pdf,11068577,HKEX,00001,CKH HOLDINGS,2024-02-13,Announcements and Notices,TERMINATION OF POTENTIAL ESTABLISHMENT OF A NEW COMPANY FOR WHOLESALE MOBILE AND WHOLESALE FIXED COMMUNICATIONS SERVICES IN ITALY
pdfs-128638789653,hkex/00001/2024/02/01/11056260.pdf,11056260,HKEX,00001,CKH HOLDINGS,2024-02-01,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 JANUARY 2024
pdfs-128638789653,hkex/00001/2024/01/03/11025537.pdf,11025537,HKEX,00001,CKH HOLDINGS,2024-01-03,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 DECEMBER 2023
pdfs-128638789653,hkex/00001/2023/12/29/11019648_MAJOR TRANSACTIONS - ESTABLISHMENT OF A JOINT VENTURE IN MOBILE TELECOMMUNICATIONS OPERATIONS IN THE UK - DELAY IN DESPATCH OF CIRCULAR.pdf,11019648,HKEX,00001,CKH HOLDINGS,2023-12-29,Announcements and Notices,MAJOR TRANSACTIONS - ESTABLISHMENT OF A JOINT VENTURE IN MOBILE TELECOMMUNICATIONS OPERATIONS IN THE UK - DELAY IN DESPATCH OF CIRCULAR
pdfs-128638789653,hkex/00001/2023/12/29/11019720_LIST OF DIRECTORS AND THEIR ROLES AND FUNCTIONS.pdf,11019720,HKEX,00001,CKH HOLDINGS,2023-12-29,Announcements and Notices,LIST OF DIRECTORS AND THEIR ROLES AND FUNCTIONS
pdfs-128638789653,"hkex/00001/2023/12/14/11006394_RESIGNATION OF INDEPENDENT NON-EXECUTIVE DIRECTOR, APPOINTMENT OF INDEPENDENT NON-EXECUTIVE DIRECTORS AND CHANGE OF COMPOSITION OF AUDIT COMMITTEE.pdf",11006394,HKEX,00001,CKH HOLDINGS,2023-12-14,Announcements and Notices,"RESIGNATION OF INDEPENDENT NON-EXECUTIVE DIRECTOR, APPOINTMENT OF INDEPENDENT NON-EXECUTIVE DIRECTORS AND CHANGE OF COMPOSITION OF AUDIT COMMITTEE"
pdfs-128638789653,hkex/00001/2023/12/14/11006412_LIST OF DIRECTORS AND THEIR ROLES AND FUNCTIONS.pdf,11006412,HKEX,00001,CKH HOLDINGS,2023-12-14,Announcements and Notices,LIST OF DIRECTORS AND THEIR ROLES AND FUNCTIONS
pdfs-128638789653,hkex/00001/2023/12/13/11005177_CONTINUING CONNECTED TRANSACTIONS.pdf,11005177,HKEX,00001,CKH HOLDINGS,2023-12-13,Announcements and Notices,CONTINUING CONNECTED TRANSACTIONS
pdfs-128638789653,hkex/00001/2023/12/01/10987946.pdf,10987946,HKEX,00001,CKH HOLDINGS,2023-12-01,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 30 NOVEMBER 2023
pdfs-128638789653,hkex/00001/2023/11/08/10961914.pdf,10961914,HKEX,00001,CKH HOLDINGS,2023-11-08,Announcements and Notices,OVERSEAS REGULATORY ANNOUNCEMENT AND INSIDE INFORMATION ANNOUNCEMENT ON THE QUARTERLY TRADING UPDATE FOR CK HUTCHISON GROUP TELECOM HOLDINGS LIMITED
pdfs-128638789653,hkex/00001/2023/11/06/10958472.pdf,10958472,HKEX,00001,CKH HOLDINGS,2023-11-06,Announcements and Notices,POTENTIAL ESTABLISHMENT OF A NEW COMPANY FOR WHOLESALE MOBILE AND WHOLESALE FIXED COMMUNICATIONS SERVICES IN ITALY - EXTENSION OF LONGSTOP DATE
pdfs-128638789653,hkex/00001/2023/11/01/10950657.pdf,10950657,HKEX,00001,CKH HOLDINGS,2023-11-01,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 OCTOBER 2023
pdfs-128638789653,hkex/00001/2023/10/03/10919905.pdf,10919905,HKEX,00001,CKH HOLDINGS,2023-10-03,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 30 SEPTEMBER 2023
pdfs-128638789653,hkex/00001/2023/09/04/10881182.pdf,10881182,HKEX,00001,CKH HOLDINGS,2023-09-04,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 AUGUST 2023
pdfs-128638789653,hkex/00001/2023/08/17/10855459.pdf,10855459,HKEX,00001,CKH HOLDINGS,2023-08-17,Financial Statements&#x2f;ESG Information,2023 INTERIM REPORT
pdfs-128638789653,hkex/00001/2023/08/17/10855505.pdf,10855505,HKEX,00001,CKH HOLDINGS,2023-08-17,Circulars,REPLY FORM FOR NEW REGISTERED SHAREHOLDER(S)
pdfs-128638789653,hkex/00001/2023/08/17/10855619.pdf,10855619,HKEX,00001,CKH HOLDINGS,2023-08-17,Circulars,REQUEST FORM FOR NON-REGISTERED SHAREHOLDER(S)
pdfs-128638789653,hkex/00001/2023/08/17/10855547.pdf,10855547,HKEX,00001,CKH HOLDINGS,2023-08-17,Circulars,REQUEST FORM FOR REGISTERED SHAREHOLDER(S)
pdfs-128638789653,hkex/00001/2023/08/17/10855527.pdf,10855527,HKEX,00001,CKH HOLDINGS,2023-08-17,Circulars,NOTIFICATION LETTER TO REGISTERED SHAREHOLDER(S) - NOTICE OF PUBLICATION OF 2023 INTERIM REPORT
pdfs-128638789653,hkex/00001/2023/08/17/10855493.pdf,10855493,HKEX,00001,CKH HOLDINGS,2023-08-17,Circulars,LETTER TO NEW REGISTERED SHAREHOLDER(S) - ELECTION OF LANGUAGE AND MEANS OF RECEIPT OF CORPORATE COMMUNICATIONS
pdfs-128638789653,hkex/00001/2023/08/17/10855591.pdf,10855591,HKEX,00001,CKH HOLDINGS,2023-08-17,Circulars,NOTIFICATION LETTER TO NON-REGISTERED SHAREHOLDER(S) - NOTICE OF PUBLICATION OF 2023 INTERIM REPORT
pdfs-128638789653,hkex/00001/2023/08/03/10839314.pdf,10839314,HKEX,00001,CKH HOLDINGS,2023-08-03,Announcements and Notices,INTERIM DIVIDEND FOR THE SIX MONTHS ENDED 30 JUNE 2023
pdfs-128638789653,hkex/00001/2023/08/03/10839206.pdf,10839206,HKEX,00001,CKH HOLDINGS,2023-08-03,Announcements and Notices,UNAUDITED RESULTS FOR THE SIX MONTHS ENDED 30 JUNE 2023
pdfs-128638789653,hkex/00001/2023/08/01/10833199.pdf,10833199,HKEX,00001,CKH HOLDINGS,2023-08-01,Monthly Returns,MONTHLY RETURN FOR EQUITY ISSUER ON MOVEMENTS IN SECURITIES FOR THE MONTH ENDED 31 JULY 2023
pdfs-128638789653,hkex/00001/2023/07/20/10819988.pdf,10819988,HKEX,00001,CKH HOLDINGS,2023-07-20,Announcements and Notices,DATE OF BOARD MEETING
pdfs-128638789653,hkex/00001/2023/07/07/10809938.pdf,10809938,HKEX,00001,CKH HOLDINGS,2023-07-07,Announcements and Notices,FORFEITURE OF UNCLAIMED DIVIDENDS
